humidity,wind_speed,wind_direction,visibility_in_miles,dew_point,temperature,clouds_all,air_pollution_index
56,6,340,6,6,280.5,90,104
48,6,330,3,3,280.3,90,47
52,5,320,4,4,279.58,75,165
42,6,350,3,3,278.78,75,51
42,5,350,5,5,278.5,90,135
39,4,340,4,4,276.93,75,86
48,6,350,2,2,276.03,40,105
51,5,350,7,7,275.01,40,272
51,4,360,3,3,273.87,40,234
55,3,360,3,3,272.99,1,120
59,3,10,4,4,272.41,1,247
59,3,360,5,5,272.31,1,214
68,3,360,3,3,272.39,1,297
68,3,10,1,1,271.73,1,272
68,2,10,2,2,271.54,1,85
74,2,360,8,8,271.12,1,152
74,2,350,2,2,271.17,20,94
74,0,0,7,7,273.11,20,261
74,0,0,9,9,276.01,20,241
79,0,0,9,9,278.27,20,139
79,1,350,9,9,279.84,20,294
80,1,10,2,2,280.68,40,38
80,3,50,4,4,281.22,20,237
69,2,80,4,4,281.8,20,16
64,0,0,7,7,282.2,40,39
59,0,0,7,7,281.48,20,224
69,0,0,9,9,280,20,124
69,0,0,2,2,278.48,20,224
69,2,40,3,3,276.86,20,173
69,0,0,3,3,275.45,1,179
55,2,320,9,9,274.05,1,230
55,2,0,6,6,272.75,1,269
59,3,20,3,3,271.73,1,221
59,1,10,7,7,270.91,1,270
55,2,350,1,1,270.15,1,139
59,1,0,3,3,269.68,1,114
59,2,10,3,3,269.44,1,63
59,1,20,8,8,268.96,1,117
59,2,60,9,9,268.61,1,298
59,1,50,6,6,268.74,1,264
59,1,60,3,3,268.45,20,287
59,1,60,3,3,270.9,1,56
59,1,60,3,3,273.45,1,143
59,1,50,1,1,275.9,20,33
59,2,60,4,4,278.7,20,126
59,3,70,2,2,280.25,20,248
59,2,80,1,1,281.67,1,50
55,2,90,2,2,283.03,1,259
60,2,110,2,2,283.13,1,98
69,0,0,6,6,283.04,20,101
69,0,0,8,8,281.3,20,90
52,0,0,7,7,279.84,40,139
52,0,0,8,8,278.88,40,100
52,2,100,6,6,278.51,90,109
52,2,70,6,6,279.26,90,87
52,2,80,5,5,279.21,90,52
56,2,80,6,6,278.85,90,132
56,2,60,2,2,277.59,75,297
56,2,70,7,7,277.01,40,32
64,2,60,5,5,277.15,75,153
64,0,0,6,6,277.9,75,267
64,0,0,7,7,278.31,90,16
74,0,0,4,4,278.63,90,286
80,0,0,9,9,278.22,90,195
80,0,0,7,7,277.58,75,104
80,0,0,9,9,278.02,40,34
80,0,0,8,8,278.37,90,236
92,0,0,4,4,278.78,90,182
86,1,50,9,9,278.78,75,144
86,1,40,5,5,279.59,75,297
86,1,60,6,6,279.64,1,78
80,1,60,6,6,280,40,290
80,0,0,9,9,279.76,40,240
80,0,0,5,5,278.9,40,267
80,2,100,6,6,277.06,40,182
80,0,68,8,8,275.29,40,41
30,1,85,4,4,274.98,20,209
60,2,102,5,5,273.31,20,89
60,2,102,8,8,272.77,1,84
60,1,112,6,6,272.06,1,273
30,1,107,9,9,272.01,20,94
60,2,102,7,7,271.8,75,226
60,2,102,5,5,271.3,75,130
60,2,102,4,4,270.41,20,29
60,2,102,8,8,269.9,20,158
60,2,102,5,5,269.56,1,16
79,3,66,7,7,269.39,20,95
79,3,66,2,2,269.24,20,156
79,3,66,3,3,268.99,40,196
79,3,66,8,8,271.47,75,202
79,3,66,8,8,272.85,75,291
79,3,66,2,2,273.93,75,197
90,3,112,1,1,274.85,75,27
90,3,112,5,5,275.43,75,158
90,3,112,7,7,275.73,40,55
90,3,112,3,3,275.9,40,21
91,2,91,7,7,276.29,75,239
93,2,70,1,1,276.41,75,122
65,3,150,6,6,276.29,75,169
86,0,0,4,4,276.13,90,236
86,2,110,3,3,275.93,90,192
70,2,130,4,4,275.93,90,64
70,2,140,8,8,275.67,90,275
70,2,150,6,6,275.58,90,44
75,3,160,3,3,275.67,90,89
70,3,200,8,8,275.6,90,15
65,4,190,6,6,275.77,90,136
70,5,200,1,1,275.42,90,77
75,6,180,4,4,275.47,90,199
75,6,200,2,2,275.33,90,253
93,3,210,5,5,275.08,90,18
100,4,190,1,1,275.08,90,166
93,3,200,7,7,275.09,90,80
93,3,180,1,1,275.09,90,143
86,4,200,5,5,275.44,90,258
93,3,220,8,8,276.1,90,53
100,4,220,6,6,276.45,90,125
100,4,260,3,3,276.76,90,237
80,6,310,5,5,277.11,90,66
81,5,280,4,4,278.13,90,253
75,5,300,5,5,278.44,90,66
65,6,330,3,3,278.44,90,152
70,7,290,9,9,278.09,90,201
75,4,290,8,8,277.72,90,16
75,5,290,5,5,277.41,90,284
86,4,290,3,3,277.2,90,143
80,5,320,9,9,277.06,90,48
75,5,320,3,3,276.7,90,202
75,6,330,1,1,276.54,90,34
75,5,330,7,7,276.07,90,111
75,5,320,6,6,275.67,75,160
75,5,330,8,8,274.97,40,226
80,3,330,1,1,274.86,20,239
80,4,340,5,5,273.45,75,276
86,4,320,2,2,272.66,20,171
86,4,330,1,1,272.18,20,296
86,2,320,1,1,272.32,1,175
86,3,320,6,6,272.69,90,256
86,3,310,4,4,274.26,90,183
86,2,310,9,9,275.99,90,18
86,2,310,7,7,277.35,90,285
80,2,320,5,5,277.83,90,68
80,1,310,9,9,278.47,90,94
75,1,330,2,2,278.71,46,159
75,0,0,7,7,280.56,46,69
70,0,0,1,1,280.56,46,134
65,2,210,3,3,279.26,46,50
65,0,0,5,5,280.56,46,182
65,1,220,3,3,280.56,46,269
56,2,190,4,4,280.56,46,182
56,2,170,4,4,280.56,46,195
56,3,160,1,1,280.56,46,250
75,2,160,3,3,274.41,98,103
70,3,170,6,6,274.41,98,72
70,3,160,1,1,274.41,98,230
69,3,170,2,2,274.41,98,17
69,4,170,2,2,274.41,98,222
74,4,170,5,5,274.41,98,218
74,4,170,6,6,274.91,99,218
74,5,160,7,7,274.91,99,94
74,3,160,5,5,274.91,99,216
74,4,160,7,7,274.91,99,162
74,3,140,6,6,277.12,90,170
86,5,160,5,5,278.04,90,125
86,5,160,2,2,278.19,90,260
86,3,160,9,9,278.38,90,192
86,2,180,3,3,278.59,90,173
75,3,180,6,6,278.65,90,89
75,4,200,9,9,278.74,90,16
65,3,210,1,1,278.74,90,96
50,5,210,6,6,278.87,90,17
53,4,210,9,9,278.87,90,45
50,3,220,8,8,279.02,90,260
50,2,250,5,5,279.02,90,109
57,3,330,2,2,278.84,90,88
61,2,0,7,7,278.84,90,295
70,3,360,2,2,278.84,90,280
70,2,10,4,4,278.56,90,230
75,2,30,1,1,278.56,90,205
75,2,20,2,2,278.56,90,235
70,1,10,3,3,278.5,90,96
80,2,20,6,6,278.5,90,67
86,2,10,8,8,278.03,90,179
86,0,0,9,9,278.03,90,106
86,3,20,4,4,278.03,90,155
86,3,30,4,4,277.28,90,27
93,2,10,4,4,277.28,90,193
93,3,20,6,6,277.06,90,152
93,3,20,8,8,277.06,90,71
86,3,30,5,5,277.06,90,172
86,3,50,1,1,277.06,90,49
75,5,70,3,3,276.83,90,188
66,3,60,3,3,276.83,90,244
57,4,80,7,7,276.83,90,69
54,7,120,7,7,277.15,90,237
50,5,90,2,2,277.15,90,248
70,5,40,9,9,277.57,90,65
75,6,40,9,9,277.57,90,243
61,7,60,3,3,277.51,90,93
66,5,60,2,2,277.51,90,212
70,7,60,5,5,277.51,90,50
70,5,80,7,7,277.41,90,26
70,4,60,2,2,277.41,90,114
70,7,100,1,1,277.68,90,34
70,6,90,8,8,277.68,90,102
81,6,100,7,7,278.15,90,224
87,5,90,6,6,278.42,90,193
87,7,80,7,7,278.61,90,226
87,7,90,5,5,279.14,90,160
93,7,100,2,2,278.99,90,267
93,7,110,9,9,278.83,90,128
100,4,100,2,2,278.57,90,143
100,5,90,9,9,278.57,90,216
93,4,110,3,3,278.21,90,272
87,6,120,8,8,278.21,90,199
100,7,120,1,1,278.21,90,167
93,5,120,1,1,278.21,90,85
87,5,110,1,1,277.96,90,61
87,6,120,4,4,277.96,90,235
77,5,100,5,5,277.51,90,103
64,5,160,7,7,277.18,90,187
60,3,160,7,7,277.08,90,115
68,3,130,7,7,276.98,90,85
72,3,130,1,1,276.93,90,13
63,5,160,2,2,276.76,90,196
63,4,160,5,5,276.79,90,29
63,0,158,8,8,276.64,90,284
47,1,149,9,9,276.41,90,145
94,3,141,8,8,276.32,90,36
94,3,141,4,4,276.32,90,145
89,6,271,4,4,276.29,90,27
89,6,271,9,9,276.29,90,294
89,6,271,9,9,276.38,90,147
89,6,271,4,4,276.94,90,241
89,6,271,1,1,277.39,90,266
89,6,271,6,6,278.31,90,228
70,6,289,6,6,278.71,90,141
70,6,289,6,6,279.86,90,265
70,6,289,3,3,279.97,75,105
70,7,280,8,8,280.53,90,283
70,5,270,2,2,280.57,90,24
86,7,290,3,3,280.3,90,188
86,5,270,5,5,279.79,90,269
80,6,290,9,9,278.91,90,97
79,5,270,6,6,277.79,40,103
68,7,270,8,8,277,75,37
73,8,290,8,8,276.52,75,194
68,7,270,9,9,276.25,40,84
63,4,290,8,8,276.1,90,63
58,7,280,1,1,276.1,75,56
68,6,260,9,9,275.91,40,257
68,6,260,5,5,275.69,40,243
73,5,250,2,2,275.4,40,127
62,8,270,3,3,275.44,20,269
62,6,270,3,3,275.35,20,239
67,4,250,9,9,275.4,1,299
67,6,250,8,8,275.4,1,250
67,4,250,8,8,275.89,1,191
73,3,240,4,4,277.07,1,110
73,3,230,4,4,278.66,1,257
79,5,230,7,7,282.16,75,122
85,4,230,3,3,282.49,1,230
73,5,260,7,7,284.21,40,157
58,6,270,9,9,284.57,40,206
62,6,260,3,3,284.64,75,78
58,7,260,7,7,284.11,40,297
62,7,270,3,3,282.06,40,33
62,6,290,5,5,279.8,20,195
58,7,270,6,6,278.54,20,179
62,7,270,2,2,278.09,1,41
63,5,270,2,2,277.88,1,185
68,5,270,6,6,277.36,20,186
68,5,290,1,1,277.25,20,299
79,5,260,1,1,276.64,1,153
73,4,290,5,5,275.98,1,20
85,3,270,2,2,275.73,1,156
79,2,270,1,1,275.63,20,204
79,2,260,9,9,275.29,20,85
85,2,260,7,7,275.25,75,169
85,2,250,3,3,275.1,40,109
85,1,220,6,6,275.23,40,125
79,0,0,5,5,276.09,20,92
79,0,0,3,3,277.86,20,72
79,2,210,9,9,280.05,20,141
79,0,0,2,2,281.75,20,257
85,1,130,3,3,283.15,20,140
73,2,150,7,7,283.99,75,167
63,2,150,7,7,284.03,75,225
63,2,170,7,7,283.98,1,43
59,3,190,1,1,283,1,288
51,4,180,4,4,281.46,90,24
48,3,180,1,1,280.71,90,124
38,3,180,2,2,280.24,90,66
44,4,160,6,6,280.18,90,151
52,3,170,2,2,280.08,90,216
64,4,140,7,7,280.23,90,149
64,3,150,8,8,280.33,90,116
64,3,150,1,1,280.27,90,87
69,2,160,6,6,279.87,90,11
64,5,160,7,7,279.87,90,283
64,3,150,9,9,279.87,90,44
64,3,130,3,3,279.87,90,274
64,3,120,9,9,280.01,90,227
64,3,130,4,4,280.01,90,76
64,2,140,7,7,280.01,90,78
74,2,120,3,3,280.26,90,233
74,1,120,8,8,280.26,90,212
74,2,130,1,1,280.26,90,90
74,1,140,8,8,280.26,90,75
80,2,140,8,8,280.1,90,289
74,2,160,6,6,280.1,90,270
69,1,180,7,7,280.1,90,286
69,0,0,9,9,280.1,90,15
69,0,0,2,2,280.1,90,141
43,2,180,6,6,279.9,90,274
40,2,190,5,5,279.9,90,77
43,2,190,7,7,279.9,90,135
43,2,180,9,9,279.79,90,180
52,2,150,6,6,279.79,90,38
52,2,160,4,4,279.79,90,185
60,2,150,6,6,279.79,90,114
60,2,140,2,2,279.95,90,54
60,0,90,9,9,279.95,90,110
34,1,142,7,7,279.95,90,235
69,2,194,5,5,279.91,90,113
69,2,194,8,8,279.91,90,271
92,3,189,9,9,280.43,90,262
92,3,189,1,1,280.43,90,174
92,3,189,9,9,280.43,90,221
92,3,189,9,9,280.43,90,153
92,3,189,8,8,280.43,90,245
92,3,189,2,2,281.02,90,31
90,3,288,1,1,281.02,90,78
90,3,288,4,4,282.05,90,78
90,3,288,6,6,283.42,90,255
90,3,288,9,9,283.42,90,72
90,3,288,1,1,284.94,75,246
90,3,288,9,9,284.94,75,28
90,3,288,2,2,287.6,20,240
63,5,332,8,8,287.6,20,238
63,5,332,9,9,289.71,20,136
63,5,332,2,2,289.71,20,155
63,5,332,8,8,291.14,20,123
63,5,332,4,4,290.28,20,252
63,5,332,5,5,288.29,20,154
63,5,332,9,9,288.29,20,50
63,5,332,5,5,289.25,40,170
63,5,332,6,6,291.57,90,86
63,5,332,5,5,291.28,87,177
63,5,332,9,9,288.12,87,293
78,1,50,4,4,288.12,87,119
78,1,50,1,1,282.74,98,204
78,1,50,3,3,282.74,98,237
78,1,50,4,4,282.74,98,176
58,1,10,4,4,282.74,98,30
58,0,0,8,8,282.74,98,174
62,1,0,1,1,282.74,98,139
62,0,0,2,2,273.9,99,271
58,2,120,6,6,273.9,99,61
58,2,140,7,7,273.9,99,270
51,2,170,7,7,272.42,90,184
44,2,160,9,9,272.09,90,105
38,0,0,7,7,272.09,90,49
30,2,180,1,1,271.94,90,218
33,4,140,8,8,271.85,90,151
38,3,140,5,5,271.4,90,267
44,2,130,6,6,271.25,90,176
47,2,130,8,8,270.6,90,200
51,2,130,2,2,270.07,90,128
59,2,0,9,9,269.76,90,155
64,3,150,6,6,269.71,90,138
69,2,140,3,3,269.19,90,154
74,2,140,9,9,268.91,90,63
74,3,130,7,7,268.39,90,131
74,3,140,9,9,267.27,90,133
80,3,120,4,4,267.05,90,176
74,3,140,1,1,266.64,90,152
74,4,160,4,4,266.58,90,31
74,3,150,5,5,266.02,75,285
80,2,130,9,9,265.93,90,286
80,5,140,9,9,266.15,20,124
80,3,130,2,2,266.42,75,281
80,4,150,5,5,266.85,90,177
65,3,160,9,9,266.86,90,286
53,4,150,7,7,266.86,90,273
46,5,170,4,4,267.05,75,259
50,4,160,9,9,267.81,75,264
50,5,170,8,8,268.35,90,67
50,4,160,9,9,268.77,90,14
50,4,150,2,2,269.04,90,120
53,5,140,2,2,269.23,90,295
53,4,140,8,8,269.51,75,274
57,5,140,2,2,269.24,90,258
53,7,150,8,8,269.06,90,104
57,6,170,4,4,268.35,90,194
53,4,150,2,2,268.26,90,238
53,5,140,8,8,268.21,75,271
57,3,140,4,4,267.91,20,128
57,5,160,2,2,267.75,1,243
57,4,150,1,1,267.15,20,291
57,3,140,3,3,266.33,20,211
57,4,150,9,9,265.99,1,271
52,5,150,3,3,265.94,1,62
56,4,140,3,3,265.14,1,170
56,4,140,4,4,264.61,1,253
60,5,150,3,3,264.67,1,103
56,6,150,3,3,264.82,1,49
52,5,150,7,7,265.1,1,289
46,6,150,5,5,266.4,1,101
40,7,170,9,9,269.25,1,47
37,8,160,9,9,271.89,40,252
37,7,170,7,7,272.77,1,145
37,3,160,7,7,275,1,73
46,3,140,3,3,277.19,1,210
46,3,150,7,7,277.92,1,271
43,5,160,2,2,278.95,75,184
50,4,140,1,1,278.02,75,186
53,3,150,4,4,276.5,75,94
53,3,150,5,5,275.88,90,169
57,3,150,7,7,275.98,90,191
61,4,140,6,6,275.98,90,45
61,4,130,2,2,276.13,90,108
61,4,140,4,4,276.53,90,235
61,1,120,4,4,276.53,90,46
57,3,140,5,5,276.48,90,282
53,3,160,3,3,276.26,90,281
57,3,160,4,4,276.02,90,195
53,4,170,2,2,275.87,90,58
61,4,160,5,5,275.47,90,103
66,1,170,7,7,274.91,90,235
66,3,150,9,9,274.34,90,14
57,3,160,3,3,273.31,75,183
54,3,160,6,6,273.76,40,192
50,3,170,4,4,276.44,20,82
50,3,160,1,1,278.23,40,154
47,1,180,4,4,279.03,1,161
47,3,150,5,5,280.71,1,65
47,2,180,1,1,283.26,40,192
50,0,0,9,9,283.8,75,131
57,0,0,1,1,283.29,75,253
61,0,0,2,2,282.32,75,213
66,0,0,6,6,280.33,75,88
70,1,120,7,7,278.97,90,25
75,1,130,1,1,278.64,90,135
81,0,0,4,4,278.12,90,96
81,2,320,5,5,278.05,90,287
75,2,330,8,8,279.5,90,52
80,3,340,3,3,279.5,90,88
80,4,340,8,8,277.1,99,286
86,4,360,2,2,277.1,99,273
93,4,320,3,3,277.1,99,237
93,0,0,5,5,277.1,99,134
93,2,0,7,7,277.1,99,115
93,2,310,6,6,277.1,99,239
86,0,0,7,7,276.8,0,143
75,0,0,6,6,276.8,0,90
70,0,0,5,5,276.8,0,118
57,2,260,2,2,276.8,0,184
50,1,290,8,8,276.8,0,173
50,0,0,7,7,276.8,0,134
40,0,0,3,3,276.8,0,32
53,3,160,1,1,279.24,1,71
49,1,180,2,2,279.24,1,221
52,0,0,2,2,279.24,1,261
60,2,130,2,2,279.24,1,105
60,2,150,8,8,279.24,1,218
60,2,150,6,6,279.24,1,66
70,3,140,6,6,279.24,1,243
70,2,160,4,4,279.24,1,74
70,2,130,6,6,279.24,1,26
70,3,140,9,9,279.24,1,144
70,3,130,7,7,279.24,1,139
70,3,130,4,4,270.94,0,46
70,2,150,8,8,270.94,0,259
70,2,170,4,4,270.94,0,66
61,2,210,4,4,270.94,0,19
61,4,210,2,2,266.83,1,90
65,2,210,6,6,266.27,1,99
61,2,210,9,9,265.91,1,129
57,3,220,8,8,267.33,20,111
50,4,220,1,1,270.82,20,36
47,3,210,6,6,273.55,20,270
50,2,170,4,4,275.85,20,70
44,3,170,6,6,277.61,20,145
41,2,180,8,8,278.64,40,106
47,2,130,4,4,279.34,40,158
50,3,120,8,8,279.39,40,236
50,3,150,9,9,278.73,40,286
50,3,150,4,4,276.5,40,237
42,5,180,4,4,274.33,20,258
44,4,170,5,5,274.43,20,267
48,5,170,4,4,274.45,20,229
51,6,170,4,4,274.4,1,245
54,6,190,4,4,274.78,1,29
54,5,190,1,1,275.15,1,147
58,6,180,9,9,275.25,1,198
62,5,190,4,4,275.62,1,114
62,4,190,5,5,275.89,1,107
66,4,200,8,8,276.16,1,279
66,5,200,5,5,276.29,1,162
66,3,210,8,8,276.24,1,227
71,4,220,8,8,276.2,20,30
71,4,210,2,2,277.08,75,281
66,4,220,3,3,279,75,211
50,4,240,3,3,281.2,75,169
50,5,280,2,2,283.49,75,73
53,5,300,7,7,285.53,90,93
61,7,280,8,8,285.96,75,82
70,8,300,5,5,285.95,75,69
70,7,270,7,7,285.65,75,156
80,9,290,1,1,285.05,75,56
86,8,280,7,7,284.31,75,232
92,7,280,6,6,284.17,90,167
86,9,290,4,4,284.17,90,56
74,9,290,3,3,284.17,90,298
73,11,280,7,7,283.94,90,219
73,9,290,9,9,283.65,90,30
73,8,300,6,6,283.55,90,240
79,8,290,5,5,283.01,90,114
79,8,300,5,5,282.54,90,135
85,7,300,6,6,282.45,90,77
85,6,300,1,1,282.02,90,35
73,9,300,3,3,281.8,90,170
67,9,310,9,9,281.06,90,117
72,7,310,2,2,280.5,40,298
67,8,310,5,5,280.03,40,93
73,7,310,2,2,280,40,50
73,9,310,7,7,281.48,40,209
73,7,310,2,2,282.85,75,45
68,7,310,2,2,284.13,40,243
68,5,290,4,4,285.5,1,251
68,5,290,8,8,286.43,1,29
68,6,310,2,2,287.18,20,161
62,5,320,7,7,286.68,40,180
58,7,310,3,3,286.02,75,225
58,7,320,4,4,284.55,40,241
62,7,310,5,5,284.64,40,25
67,6,310,5,5,284.34,75,292
69,5,314,2,2,284.04,75,174
71,5,318,4,4,283.5,75,278
73,4,322,2,2,282.96,75,188
75,4,326,8,8,282.38,40,267
78,3,330,5,5,282.09,75,85
85,2,300,2,2,281.77,75,114
85,2,330,2,2,282.35,75,96
85,1,250,9,9,282.26,75,23
85,0,0,7,7,282.37,75,295
85,0,0,2,2,282.52,75,256
92,0,0,5,5,282.43,90,250
85,0,0,4,4,282.01,75,18
78,1,130,8,8,282.33,75,33
72,3,130,3,3,283.08,75,121
67,2,180,8,8,283.53,40,226
67,3,180,6,6,285.74,40,237
67,4,140,4,4,286.67,40,41
58,3,160,3,3,287.41,40,286
73,3,140,5,5,287.74,40,179
50,4,150,6,6,287.73,40,240
50,4,140,6,6,286.53,40,79
50,4,160,1,1,283.85,40,120
50,5,170,2,2,281.47,20,98
58,5,170,4,4,280.54,1,11
58,3,170,4,4,279.11,1,65
58,3,170,5,5,278.24,1,167
63,1,200,7,7,277.99,1,280
63,0,0,2,2,278,1,283
63,1,270,2,2,277.74,20,41
58,2,270,6,6,277.23,1,279
63,5,330,3,3,276.49,1,199
68,5,320,9,9,276.15,1,219
68,5,330,7,7,275.06,1,31
74,5,320,4,4,273.99,1,23
74,6,320,5,5,273,1,215
74,4,320,2,2,273,1,43
74,3,290,5,5,272.54,1,65
74,4,270,4,4,272.54,1,249
74,5,290,3,3,272.51,1,72
79,3,270,8,8,272.51,1,89
79,0,22,5,5,272.51,1,49
31,2,156,8,8,274.66,1,288
63,5,290,9,9,274.66,1,265
68,3,300,7,7,274.66,1,119
68,3,280,4,4,276.57,1,57
68,2,230,9,9,276.57,1,241
74,2,240,3,3,278.81,1,91
74,3,260,9,9,280.95,20,183
68,6,290,3,3,283.13,20,122
63,5,310,6,6,283.91,20,287
63,5,310,2,2,284.22,20,49
49,7,310,5,5,282.46,40,39
48,7,310,7,7,279.63,40,264
57,6,310,9,9,278.13,40,249
72,5,300,2,2,277.36,40,192
72,4,310,9,9,277.38,90,193
78,5,320,4,4,277.82,90,51
78,3,310,1,1,278.33,75,136
72,4,330,5,5,278.49,20,91
78,4,320,2,2,278.54,20,242
72,4,320,2,2,278.97,1,201
61,4,320,1,1,279.35,1,10
61,3,330,6,6,279.68,1,216
61,3,330,9,9,279.36,1,206
61,2,300,7,7,279.46,1,292
57,2,290,4,4,279.93,20,26
62,4,260,3,3,279.66,75,178
44,4,290,3,3,279.47,75,195
57,4,280,4,4,281.16,90,131
61,1,280,8,8,283,75,233
61,0,0,1,1,284.99,90,136
61,0,0,8,8,285.88,90,175
61,2,220,4,4,286.87,90,131
61,1,220,8,8,287.98,75,229
66,2,200,5,5,288.46,75,288
66,2,200,9,9,287.3,75,157
66,1,210,5,5,285.57,75,256
66,0,0,4,4,284.82,75,197
67,2,190,9,9,285.57,40,20
67,2,190,5,5,287.12,75,293
67,2,200,3,3,287.97,75,54
67,2,200,9,9,288.23,75,133
67,3,190,8,8,288.22,75,256
67,2,200,5,5,287.46,75,168
67,3,190,2,2,286.67,20,276
58,2,190,5,5,286.01,20,87
63,3,200,6,6,285.37,20,160
63,4,190,2,2,284.82,20,294
55,6,220,3,3,284.58,75,160
59,5,200,2,2,284.06,75,133
59,3,210,3,3,283.35,75,237
59,3,230,7,7,283,75,281
59,5,220,9,9,283.89,75,226
69,2,230,8,8,284.9,40,156
69,2,250,4,4,284.99,40,227
80,2,310,7,7,284.15,75,105
80,2,310,2,2,282.15,75,59
79,3,320,3,3,279.39,75,52
79,2,310,1,1,277.38,75,28
85,3,300,6,6,276.44,90,122
79,4,330,1,1,276.44,90,222
79,4,310,8,8,274.35,90,27
79,5,320,8,8,274.35,90,143
79,3,320,6,6,273.13,90,23
79,2,310,5,5,273.13,90,73
79,3,290,3,3,272.42,90,172
73,2,310,6,6,272.42,90,267
73,2,320,1,1,272.42,90,15
73,1,250,5,5,272.42,90,130
74,0,0,3,3,271.6,90,162
68,2,260,4,4,271.6,90,187
68,2,230,6,6,271.6,90,72
68,2,190,6,6,270.59,90,267
59,3,220,3,3,269.61,90,74
59,2,210,8,8,268.72,90,196
59,0,338,8,8,268.72,90,236
64,2,180,5,5,268.06,90,208
64,2,0,4,4,267.76,90,260
64,2,150,7,7,267.76,90,202
74,2,150,3,3,267.19,90,128
74,0,180,4,4,266.59,90,188
35,1,189,4,4,266.59,90,61
70,3,198,9,9,265.86,90,119
70,3,198,1,1,265.6,90,233
91,0,239,9,9,265.55,90,107
91,0,239,3,3,265.5,90,57
91,0,239,5,5,266.01,75,110
91,0,239,7,7,266.51,90,249
91,0,239,7,7,266.98,90,83
91,0,239,2,2,267.78,90,47
83,4,51,1,1,268.76,1,225
83,4,51,4,4,269.24,1,145
83,4,51,2,2,269.4,40,15
83,4,51,4,4,269.2,75,256
83,4,51,7,7,269.15,90,206
69,4,60,8,8,268.5,90,120
55,4,70,2,2,267.82,90,297
55,5,60,1,1,266.92,90,47
55,4,60,9,9,265.61,90,124
59,5,50,3,3,262.33,1,194
64,5,50,3,3,261.45,1,221
69,4,60,9,9,261.08,1,264
69,6,40,7,7,260.62,1,122
74,5,40,3,3,260.24,1,279
74,4,50,3,3,259.88,1,184
74,4,60,6,6,259.78,1,28
74,4,30,7,7,260.82,20,212
74,4,60,8,8,263.42,75,135
74,3,50,4,4,265.24,20,263
74,3,20,6,6,266.31,75,264
74,3,50,7,7,267.37,90,297
74,3,40,7,7,268.13,90,161
74,2,360,8,8,268.93,90,208
74,3,50,7,7,269.41,90,208
80,4,70,6,6,270.1,90,184
80,3,90,1,1,270.37,90,279
80,3,80,5,5,270.61,90,189
80,3,70,1,1,270.98,90,227
74,5,110,3,3,271.02,90,127
74,1,100,5,5,270.98,90,32
74,4,80,7,7,270.97,90,134
74,3,120,2,2,270.97,40,93
80,5,120,2,2,271.25,90,208
74,4,110,9,9,271.34,90,196
74,4,130,7,7,271.79,90,101
80,2,150,3,3,271.75,90,191
86,5,140,5,5,271.62,90,236
86,5,150,7,7,271.48,90,208
86,4,140,1,1,271.14,90,244
86,5,140,6,6,270.77,90,53
86,6,130,5,5,270.73,90,85
100,6,140,9,9,270.89,90,150
93,3,140,8,8,270.97,90,191
100,4,130,6,6,270.64,90,128
100,5,140,7,7,270.39,90,49
93,3,130,2,2,271.26,86,269
93,5,130,6,6,271.65,75,253
100,6,130,6,6,271.6,90,138
100,6,140,5,5,271.36,75,15
93,6,130,3,3,271.32,90,75
94,5,145,6,6,271.29,90,228
95,4,160,3,3,271.29,90,155
95,4,160,8,8,270.6,90,243
95,0,158,8,8,269.59,90,38
87,2,190,7,7,268.57,90,170
87,3,170,9,9,267.12,90,140
87,2,160,8,8,265.53,75,157
87,2,160,1,1,264.4,75,91
81,2,250,9,9,262.98,40,92
87,1,260,5,5,262.44,40,82
81,0,0,8,8,261.77,90,223
87,0,0,5,5,261.27,90,35
93,0,0,3,3,260.62,75,299
93,1,230,9,9,260.47,40,80
93,0,0,4,4,261.12,1,186
100,2,290,6,6,262.6,1,98
100,2,330,4,4,263.5,1,186
100,0,0,2,2,264.4,1,36
100,0,0,8,8,265.23,1,298
100,0,0,9,9,266.06,1,72
100,0,0,1,1,266.17,1,28
100,0,0,5,5,266.01,1,287
100,0,0,7,7,264.93,1,76
100,0,0,4,4,264.26,1,247
100,0,0,9,9,263.8,1,146
100,0,0,7,7,263.33,1,172
100,3,150,8,8,263.47,1,37
100,3,160,5,5,263.55,1,265
100,3,130,7,7,263.83,1,121
93,3,140,6,6,264.18,1,249
93,3,90,5,5,264.21,20,252
93,5,120,6,6,264.75,75,162
100,5,130,4,4,264.94,75,274
100,3,130,8,8,265.07,40,61
100,4,130,9,9,265.25,75,274
93,4,120,5,5,264.84,40,63
93,4,120,9,9,265.03,20,142
93,4,140,1,1,265.28,75,200
93,4,120,5,5,267.05,40,133
100,4,120,8,8,268.83,75,227
87,5,140,8,8,270.43,90,80
100,5,140,7,7,272.28,90,223
93,6,150,6,6,273.82,90,42
93,6,150,8,8,275.34,75,180
100,6,150,9,9,276.01,90,246
96,5,155,5,5,275.25,40,111
93,5,160,2,2,273.84,75,19
100,4,160,1,1,272.17,40,50
100,3,150,6,6,270.99,20,135
100,3,180,5,5,270.23,1,282
100,3,210,3,3,269.63,1,20
93,4,240,5,5,269.59,1,204
82,5,250,8,8,269.52,1,29
66,7,270,6,6,269.69,20,282
66,3,290,6,6,269.84,90,244
66,5,280,2,2,269.7,90,236
76,6,280,9,9,269.73,90,236
70,5,270,5,5,269.51,90,281
